Behaviour,Precision,Recall,F1,Accuracy,Prevelance
Class: Foraging,0.641379310344828,0.93,0.759183673469388,0.918068592057762,100
Class: Locomotion,0.950819672131147,0.58,0.720496894409938,0.787292418772563,100
Class: Stationary,1,0.534883720930233,0.696969696969697,0.767441860465116,258
Class: TreeMovement,0.596774193548387,0.943877551020408,0.731225296442688,0.835475893414134,196
Macro-Average,0.797243294006091,0.74719031798766,0.726968890322928,0.827069691177394,
