Behaviour,Precision,Recall,F1,Accuracy,Prevelance
Class: Foraging,0.625,0.95,0.753968253968254,0.906980906921241,100
Class: Locomotion,0.984615384615385,0.64,0.775757575757576,0.818806682577566,100
Class: Stationary,0.9140625,0.75,0.823943661971831,0.859848484848485,156
Class: TreeMovement,0.85632183908046,0.914110429447853,0.884272997032641,0.921942855173365,163
Macro-Average,0.844999930923961,0.813527607361963,0.809485622182575,0.876894732380164,
