Behaviour,Precision,Recall,F1,Accuracy,Prevelance
Class: Foraging,0.461165048543689,0.95,0.620915032679739,0.842541766109785,100
Class: Locomotion,0.984615384615385,0.64,0.775757575757576,0.818806682577566,100
Class: Stationary,0.925,0.474358974358974,0.627118644067797,0.72891502436957,156
Class: TreeMovement,0.875,0.901840490797546,0.88821752265861,0.921425863376301,163
Macro-Average,0.811445108289768,0.74154986628913,0.72800219379093,0.827922334108305,
