Behaviour,Precision,Recall,F1,Accuracy,Prevelance
Class: Foraging,0.458937198067633,0.95,0.618892508143322,0.841348448687351,100
Class: Locomotion,1,0.64,0.780487804878049,0.82,100
Class: Stationary,0.958333333333333,0.442307692307692,0.605263157894737,0.717021614748887,156
Class: TreeMovement,0.875,0.94478527607362,0.908554572271387,0.941493761632315,163
Macro-Average,0.823067632850242,0.744273242095328,0.728299510796874,0.829965956267138,
