Behaviour,Precision,Recall,F1,Accuracy,Prevelance
Class: Foraging,0.60248447204969,0.97,0.743295019157088,0.9086276849642,100
Class: Locomotion,0.984615384615385,0.64,0.775757575757576,0.818806682577566,100
Class: Stationary,0.926229508196721,0.724358974358974,0.81294964028777,0.849782792964611,156
Class: TreeMovement,0.853801169590643,0.895705521472393,0.874251497005988,0.912740401185635,163
Macro-Average,0.84178263361311,0.807516123957842,0.801563433052105,0.872489390423003,
