Behaviour,Precision,Recall,F1,Accuracy,Prevelance
Class: Foraging,0.864077669902913,0.89,0.876847290640394,0.932364620938628,100
Class: Locomotion,0.967741935483871,0.6,0.740740740740741,0.798194945848375,100
Class: Stationary,0.992,0.48062015503876,0.647519582245431,0.739047451256754,258
Class: TreeMovement,0.516483516483517,0.959183673469388,0.671428571428572,0.787452098743428,196
Macro-Average,0.835075780467575,0.732450957127037,0.734134046263784,0.814264779196796,
