Behaviour,Precision,Recall,F1,Accuracy,Prevelance
Class: Foraging,0.792079207920792,0.8,0.796019900497513,0.881046931407942,100
Class: Locomotion,0.950819672131147,0.58,0.720496894409938,0.787292418772563,100
Class: Stationary,1,0.515503875968992,0.680306905370844,0.757751937984496,258
Class: TreeMovement,0.512534818941504,0.938775510204082,0.663063063063063,0.778339720167543,196
Macro-Average,0.813858424748361,0.708569846543269,0.714971690835339,0.801107752083136,
