Behaviour,Precision,Recall,F1,Accuracy,Prevelance
Class: Foraging,0.891304347826087,0.82,0.854166666666667,0.900974729241877,100
Class: Locomotion,0.966101694915254,0.57,0.716981132075472,0.783194945848375,100
Class: Stationary,1,0.503875968992248,0.670103092783505,0.751937984496124,258
Class: TreeMovement,0.506702412868633,0.964285714285714,0.664323374340949,0.781269494697442,196
Macro-Average,0.841027113902493,0.714540420819491,0.726393566466648,0.804344288570955,
