Behaviour,Precision,Recall,F1,Accuracy,Prevelance
Class: Foraging,0.951923076923077,0.99,0.970588235294118,0.989033412887828,100
Class: Locomotion,1,1,1,1,100
Class: Stationary,1,0.685897435897436,0.813688212927757,0.842948717948718,156
Class: TreeMovement,0.783653846153846,1,0.878706199460916,0.936797752808989,163
Macro-Average,0.933894230769231,0.918974358974359,0.915745661920698,0.942194970911384,
