ID,Time,X,Y,Z,Activity
Elsa,2022-11-03T15:42:40.291202Z,-0.034058,-0.493286,0.878296,Foraging
Elsa,2022-11-03T15:42:40.291202Z,-0.02124,-0.570313,0.854614,Foraging
Elsa,2022-11-03T15:42:40.377603Z,-0.072144,-0.610352,0.82019,Foraging
Elsa,2022-11-03T15:42:40.377603Z,-0.059692,-0.521484,0.884033,Foraging
Elsa,2022-11-03T15:42:40.377603Z,-0.031006,-0.565552,0.901245,Foraging
Elsa,2022-11-03T15:42:40.377603Z,-0.011108,-0.506958,0.850586,Foraging
Elsa,2022-11-03T15:42:40.377603Z,0.005859,-0.544067,0.89502,Foraging
Elsa,2022-11-03T15:42:40.464004Z,-0.139771,-0.654541,0.858154,Foraging
Elsa,2022-11-03T15:42:40.464004Z,-0.086914,-0.492432,0.889648,Foraging
Elsa,2022-11-03T15:42:40.464004Z,-0.028564,-0.548584,0.859009,Foraging
Elsa,2022-11-03T15:42:40.464004Z,-0.020142,-0.589844,0.884766,Foraging
Elsa,2022-11-03T15:42:40.550404Z,-0.061646,-0.554688,0.883301,Foraging
Elsa,2022-11-03T15:42:40.550404Z,-0.058594,-0.649414,0.815063,Foraging
Elsa,2022-11-03T15:42:40.550404Z,-0.035767,-0.546021,0.895142,Foraging
Elsa,2022-11-03T15:42:40.550404Z,-0.002319,-0.510742,0.837158,Foraging
Elsa,2022-11-03T15:42:40.636805Z,-0.126099,-0.703125,0.868774,Foraging
Elsa,2022-11-03T15:42:40.636805Z,-0.08606,-0.514893,0.891113,Foraging
Elsa,2022-11-03T15:42:40.636805Z,-0.018188,-0.536377,0.868164,Foraging
Elsa,2022-11-03T15:42:40.636805Z,-0.000244,-0.62146,0.838989,Foraging
Elsa,2022-11-03T15:42:40.636805Z,0.017944,-0.58313,0.87793,Foraging
Elsa,2022-11-03T15:42:40.723196Z,-0.103271,-0.66748,0.816162,Foraging
Elsa,2022-11-03T15:42:40.723196Z,-0.044556,-0.561157,0.876343,Foraging
Elsa,2022-11-03T15:42:40.723196Z,-0.022827,-0.542236,0.852295,Foraging
Elsa,2022-11-03T15:42:40.723196Z,0.018311,-0.533569,0.812378,Foraging
Elsa,2022-11-03T15:42:40.809596Z,-0.086426,-0.501587,0.890991,Foraging
Elsa,2022-11-03T15:42:40.809596Z,-0.013916,-0.562622,0.880859,Foraging
Elsa,2022-11-03T15:42:40.809596Z,-0.010254,-0.561401,0.84375,Foraging
Elsa,2022-11-03T15:42:40.809596Z,0.007813,-0.575562,0.87854,Foraging
Elsa,2022-11-03T15:42:40.895997Z,-0.134277,-0.692993,0.888794,Foraging
Elsa,2022-11-03T15:42:40.895997Z,-0.109985,-0.610352,0.818726,Foraging
Elsa,2022-11-03T15:42:40.895997Z,-0.074463,-0.650879,0.803955,Foraging
Elsa,2022-11-03T15:42:40.895997Z,-0.040527,-0.5625,0.880859,Foraging
Elsa,2022-11-03T15:42:40.895997Z,0.020264,-0.555664,0.813965,Foraging
Elsa,2022-11-03T15:42:40.982398Z,-0.043945,-0.670288,0.8396,Foraging
Elsa,2022-11-03T15:42:40.982398Z,-0.029785,-0.542725,0.855957,Foraging
Elsa,2022-11-03T15:42:40.982398Z,-0.010376,-0.574707,0.867065,Foraging
Elsa,2022-11-03T15:42:40.982398Z,0.008911,-0.612183,0.860229,Foraging
Elsa,2022-11-03T15:42:41.068798Z,-0.15686,-0.695923,0.873657,Foraging
Elsa,2022-11-03T15:42:41.068798Z,-0.12439,-0.682861,0.838013,Foraging
Elsa,2022-11-03T15:42:41.068798Z,-0.066162,-0.63916,0.797119,Foraging
Elsa,2022-11-03T15:42:41.068798Z,-0.018433,-0.546509,0.841919,Foraging
Elsa,2022-11-03T15:42:41.068798Z,-0.00708,-0.542969,0.824707,Foraging
Elsa,2022-11-03T15:42:41.155199Z,-0.069946,-0.668335,0.845581,Foraging
Elsa,2022-11-03T15:42:41.155199Z,-0.055664,-0.532959,0.868896,Foraging
Elsa,2022-11-03T15:42:41.155199Z,-0.022949,-0.560547,0.884033,Foraging
Elsa,2022-11-03T15:42:41.155199Z,0.014893,-0.586304,0.875854,Foraging
Elsa,2022-11-03T15:42:41.241600Z,-0.174683,-0.676514,0.814209,Foraging
Elsa,2022-11-03T15:42:41.241600Z,-0.132935,-0.603638,0.876221,Foraging
Elsa,2022-11-03T15:42:41.241600Z,-0.061401,-0.640747,0.804443,Foraging
Elsa,2022-11-03T15:42:41.241600Z,-0.051025,-0.640015,0.844971,Foraging
Elsa,2022-11-03T15:42:41.241600Z,-0.020874,-0.628662,0.870483,Foraging
Elsa,2022-11-03T15:42:41.328Z,-0.064575,-0.561279,0.881226,Foraging
Elsa,2022-11-03T15:42:41.328Z,-0.044189,-0.609619,0.817749,Foraging
Elsa,2022-11-03T15:42:41.328Z,-0.036255,-0.514893,0.846924,Foraging
Elsa,2022-11-03T15:42:41.328Z,0.010498,-0.603882,0.871216,Foraging
Elsa,2022-11-03T15:42:41.414401Z,-0.143555,-0.649902,0.842041,Foraging
Elsa,2022-11-03T15:42:41.414401Z,-0.068604,-0.490479,0.876099,Foraging
Elsa,2022-11-03T15:42:41.414401Z,-0.049072,-0.644043,0.849243,Foraging
Elsa,2022-11-03T15:42:41.414401Z,-0.022217,-0.549194,0.850586,Foraging
Elsa,2022-11-03T15:42:41.500802Z,-0.150757,-0.673584,0.802856,Foraging
Elsa,2022-11-03T15:42:41.500802Z,-0.071899,-0.55249,0.877075,Foraging
Elsa,2022-11-03T15:42:41.500802Z,-0.060059,-0.552124,0.881348,Foraging
Elsa,2022-11-03T15:42:41.500802Z,-0.041138,-0.55127,0.886108,Foraging
Elsa,2022-11-03T15:42:41.500802Z,-0.010864,-0.563232,0.884155,Foraging
Elsa,2022-11-03T15:42:41.587202Z,-0.07959,-0.651245,0.860229,Foraging
Elsa,2022-11-03T15:42:41.587202Z,-0.052734,-0.638794,0.840332,Foraging
Elsa,2022-11-03T15:42:41.587202Z,-0.028931,-0.547852,0.88916,Foraging
Elsa,2022-11-03T15:42:41.587202Z,-0.005737,-0.566895,0.887329,Foraging
Elsa,2022-11-03T15:42:41.673603Z,-0.169922,-0.618042,0.822388,Foraging
Elsa,2022-11-03T15:42:41.673603Z,-0.070679,-0.559326,0.862183,Foraging
Elsa,2022-11-03T15:42:41.673603Z,-0.067261,-0.553711,0.878418,Foraging
Elsa,2022-11-03T15:42:41.673603Z,-0.050537,-0.555298,0.885254,Foraging
Elsa,2022-11-03T15:42:41.760004Z,-0.130615,-0.672485,0.875732,Foraging
Elsa,2022-11-03T15:42:41.760004Z,-0.064209,-0.481567,0.896484,Foraging
Elsa,2022-11-03T15:42:41.760004Z,-0.050537,-0.631592,0.852661,Foraging
Elsa,2022-11-03T15:42:41.760004Z,-0.026001,-0.516357,0.87085,Foraging
Elsa,2022-11-03T15:42:41.760004Z,-0.010254,-0.548218,0.88269,Foraging
Elsa,2022-11-03T15:42:41.846404Z,-0.123413,-0.765381,0.887085,Foraging
Elsa,2022-11-03T15:42:41.846404Z,-0.064697,-0.577271,0.874878,Foraging
Elsa,2022-11-03T15:42:41.846404Z,-0.055054,-0.566406,0.858276,Foraging
Elsa,2022-11-03T15:42:41.846404Z,-0.042236,-0.60144,0.821899,Foraging
Elsa,2022-11-03T15:42:41.932805Z,-0.093628,-0.490356,0.896606,Foraging
Elsa,2022-11-03T15:42:41.932805Z,-0.057617,-0.630737,0.838623,Foraging
Elsa,2022-11-03T15:42:41.932805Z,-0.023071,-0.567627,0.881348,Foraging
Elsa,2022-11-03T15:42:41.932805Z,0.013672,-0.556396,0.882568,Foraging
Elsa,2022-11-03T15:42:42.019195Z,-0.120361,-0.456665,0.960083,Foraging
Elsa,2022-11-03T15:42:42.019195Z,-0.088989,-0.61084,0.86377,Foraging
Elsa,2022-11-03T15:42:42.019195Z,-0.035645,-0.594849,0.890015,Foraging
Elsa,2022-11-03T15:42:42.019195Z,-0.011841,-0.549927,0.897583,Foraging
Elsa,2022-11-03T15:42:42.019195Z,0.018799,-0.554565,0.856689,Foraging
Elsa,2022-11-03T15:42:42.105596Z,-0.016968,-0.58728,0.884155,Foraging
Elsa,2022-11-03T15:42:42.105596Z,-0.015503,-0.626465,0.856079,Foraging
Elsa,2022-11-03T15:42:42.105596Z,0.011719,-0.549072,0.888062,Foraging
Elsa,2022-11-03T15:42:42.105596Z,0.031372,-0.533081,0.888062,Foraging
Elsa,2022-11-03T15:42:42.191997Z,-0.102539,-0.549194,0.928345,Foraging
Elsa,2022-11-03T15:42:42.191997Z,-0.078369,-0.540283,0.93042,Foraging
Elsa,2022-11-03T15:42:42.191997Z,-0.048096,-0.561401,0.855347,Foraging
Elsa,2022-11-03T15:42:42.191997Z,-0.023071,-0.535034,0.884521,Foraging
Elsa,2022-11-03T15:42:42.191997Z,0.004883,-0.573242,0.8302,Foraging
Elsa,2022-11-03T15:42:42.278397Z,-0.030029,-0.582275,0.883423,Foraging
Elsa,2022-11-03T15:42:42.278397Z,-0.022949,-0.588135,0.87561,Foraging
Elsa,2022-11-03T15:42:42.278397Z,-0.001831,-0.566528,0.877197,Foraging
Elsa,2022-11-03T15:42:42.278397Z,0.009766,-0.560669,0.877563,Foraging
Elsa,2022-11-03T15:42:42.364798Z,-0.075317,-0.563721,0.861084,Foraging
Elsa,2022-11-03T15:42:42.364798Z,-0.057861,-0.61377,0.843018,Foraging
Elsa,2022-11-03T15:42:42.364798Z,-0.028687,-0.558105,0.864746,Foraging
Elsa,2022-11-03T15:42:42.364798Z,-0.009033,-0.526489,0.861938,Foraging
Elsa,2022-11-03T15:42:42.451199Z,-0.062866,-0.56958,0.902832,Foraging
Elsa,2022-11-03T15:42:42.451199Z,-0.015381,-0.5979,0.869141,Foraging
Elsa,2022-11-03T15:42:42.451199Z,-0.003052,-0.588013,0.87085,Foraging
Elsa,2022-11-03T15:42:42.451199Z,0.009277,-0.563965,0.87439,Foraging
Elsa,2022-11-03T15:42:42.451199Z,0.024536,-0.566162,0.872314,Foraging
Elsa,2022-11-03T15:42:42.537599Z,-0.047852,-0.553711,0.875122,Foraging
Elsa,2022-11-03T15:42:42.537599Z,-0.038452,-0.585327,0.888184,Foraging
Elsa,2022-11-03T15:42:42.537599Z,-0.018799,-0.521851,0.845703,Foraging
Elsa,2022-11-03T15:42:42.537599Z,-0.004272,-0.563843,0.873291,Foraging
Elsa,2022-11-03T15:42:42.624Z,-0.056763,-0.62146,0.889893,Foraging
Elsa,2022-11-03T15:42:42.624Z,-0.04541,-0.626221,0.855225,Foraging
Elsa,2022-11-03T15:42:42.624Z,-0.044189,-0.596313,0.867065,Foraging
Elsa,2022-11-03T15:42:42.624Z,-0.03479,-0.55249,0.894897,Foraging
Elsa,2022-11-03T15:42:42.710401Z,-0.063232,-0.541382,0.867676,Foraging
Elsa,2022-11-03T15:42:42.710401Z,-0.032471,-0.603516,0.859619,Foraging
Elsa,2022-11-03T15:42:42.710401Z,-0.012207,-0.583984,0.860962,Foraging
Elsa,2022-11-03T15:42:42.710401Z,0.01062,-0.568115,0.86377,Foraging
Elsa,2022-11-03T15:42:42.710401Z,0.017212,-0.571899,0.870728,Foraging
Elsa,2022-11-03T15:42:42.796801Z,-0.098633,-0.543823,0.860107,Foraging
Elsa,2022-11-03T15:42:42.796801Z,-0.082031,-0.559692,0.883301,Foraging
Elsa,2022-11-03T15:42:42.796801Z,-0.074219,-0.592285,0.882935,Foraging
Elsa,2022-11-03T15:42:42.796801Z,-0.072632,-0.592407,0.890015,Foraging
Elsa,2022-11-03T15:42:42.883202Z,-0.070801,-0.576538,0.876465,Foraging
Elsa,2022-11-03T15:42:42.883202Z,-0.05249,-0.572266,0.864624,Foraging
Elsa,2022-11-03T15:42:42.883202Z,-0.046021,-0.581055,0.862549,Foraging
Elsa,2022-11-03T15:42:42.883202Z,-0.027588,-0.604614,0.846436,Foraging
Elsa,2022-11-03T15:42:42.883202Z,-0.010376,-0.59668,0.846191,Foraging
Elsa,2022-11-03T15:42:42.969603Z,-0.092407,-0.575439,0.86499,Foraging
Elsa,2022-11-03T15:42:42.969603Z,-0.078369,-0.574463,0.863403,Foraging
Elsa,2022-11-03T15:42:42.969603Z,-0.045166,-0.576294,0.859497,Foraging
Elsa,2022-11-03T15:42:42.969603Z,-0.023926,-0.5896,0.85376,Foraging
Elsa,2022-11-03T15:42:43.056003Z,-0.090454,-0.566284,0.868286,Foraging
Elsa,2022-11-03T15:42:43.056003Z,-0.083496,-0.564819,0.876099,Foraging
Elsa,2022-11-03T15:42:43.056003Z,-0.075684,-0.56665,0.88623,Foraging
Elsa,2022-11-03T15:42:43.056003Z,-0.069092,-0.572266,0.887573,Foraging
Elsa,2022-11-03T15:42:43.142404Z,-0.081543,-0.583618,0.864258,Foraging
Elsa,2022-11-03T15:42:43.142404Z,-0.079712,-0.5802,0.864868,Foraging
Elsa,2022-11-03T15:42:43.142404Z,-0.076416,-0.577515,0.868774,Foraging
Elsa,2022-11-03T15:42:43.142404Z,-0.07019,-0.564209,0.872192,Foraging
Elsa,2022-11-03T15:42:43.142404Z,-0.066406,-0.567627,0.869141,Foraging
Elsa,2022-11-03T15:42:43.228805Z,-0.080566,-0.583496,0.864624,Foraging
Elsa,2022-11-03T15:42:43.228805Z,-0.079956,-0.582642,0.861328,Foraging
Elsa,2022-11-03T15:42:43.228805Z,-0.079712,-0.584229,0.862427,Foraging
Elsa,2022-11-03T15:42:43.228805Z,-0.077515,-0.580688,0.861328,Foraging
Elsa,2022-11-03T15:42:43.315195Z,-0.095337,-0.573853,0.866699,Foraging
Elsa,2022-11-03T15:42:43.315195Z,-0.086548,-0.575928,0.860474,Foraging
Elsa,2022-11-03T15:42:43.315195Z,-0.083374,-0.575195,0.865845,Foraging
Elsa,2022-11-03T15:42:43.315195Z,-0.082031,-0.575806,0.863892,Foraging
Elsa,2022-11-03T15:42:43.401596Z,-0.107056,-0.570923,0.862061,Foraging
Elsa,2022-11-03T15:42:43.401596Z,-0.103027,-0.56958,0.865479,Foraging
Elsa,2022-11-03T15:42:43.401596Z,-0.102417,-0.574097,0.864746,Foraging
Elsa,2022-11-03T15:42:43.401596Z,-0.10144,-0.574097,0.868164,Foraging
Elsa,2022-11-03T15:45:36.288005Z,-0.345459,-0.960449,0.174438,Foraging
Elsa,2022-11-03T15:45:36.288005Z,-0.34082,-0.954224,0.168579,Foraging
Elsa,2022-11-03T15:45:36.374395Z,-0.392944,-0.920776,0.186401,Foraging
Elsa,2022-11-03T15:45:36.374395Z,-0.384888,-0.938232,0.184692,Foraging
Elsa,2022-11-03T15:45:36.374395Z,-0.372803,-0.932129,0.182373,Foraging
Elsa,2022-11-03T15:45:36.374395Z,-0.357788,-0.942139,0.181519,Foraging
Elsa,2022-11-03T15:45:36.460796Z,-0.398193,-0.928833,0.192261,Foraging
Elsa,2022-11-03T15:45:36.460796Z,-0.382202,-0.932495,0.198364,Foraging
Elsa,2022-11-03T15:45:36.460796Z,-0.376465,-0.942505,0.197876,Foraging
Elsa,2022-11-03T15:45:36.460796Z,-0.374634,-0.92688,0.202515,Foraging
Elsa,2022-11-03T15:45:36.547197Z,-0.427856,-0.901855,0.234619,Foraging
Elsa,2022-11-03T15:45:36.547197Z,-0.414551,-0.912476,0.228149,Foraging
Elsa,2022-11-03T15:45:36.547197Z,-0.400635,-0.920776,0.228516,Foraging
Elsa,2022-11-03T15:45:36.547197Z,-0.400513,-0.930176,0.224365,Foraging
Elsa,2022-11-03T15:45:36.547197Z,-0.379395,-0.940186,0.207886,Foraging
Elsa,2022-11-03T15:45:36.633597Z,-0.447388,-0.903687,0.239502,Foraging
Elsa,2022-11-03T15:45:36.633597Z,-0.442627,-0.908325,0.231323,Foraging
Elsa,2022-11-03T15:45:36.633597Z,-0.441162,-0.903564,0.234497,Foraging
Elsa,2022-11-03T15:45:36.633597Z,-0.438232,-0.898071,0.235474,Foraging
Elsa,2022-11-03T15:45:36.719998Z,-0.456787,-0.8927,0.268677,Foraging
Elsa,2022-11-03T15:45:36.719998Z,-0.448975,-0.884766,0.275024,Foraging
Elsa,2022-11-03T15:45:36.719998Z,-0.448242,-0.883423,0.275146,Foraging
Elsa,2022-11-03T15:45:36.719998Z,-0.443359,-0.88855,0.255615,Foraging
Elsa,2022-11-03T15:45:36.806399Z,-0.446655,-0.885864,0.273315,Foraging
Elsa,2022-11-03T15:45:36.806399Z,-0.43457,-0.894043,0.266968,Foraging
Elsa,2022-11-03T15:45:36.806399Z,-0.431885,-0.890625,0.266113,Foraging
Elsa,2022-11-03T15:45:36.806399Z,-0.427612,-0.902588,0.259888,Foraging
Elsa,2022-11-03T15:45:36.806399Z,-0.419678,-0.904053,0.259155,Foraging
Elsa,2022-11-03T15:45:36.892799Z,-0.444946,-0.864624,0.303345,Foraging
Elsa,2022-11-03T15:45:36.892799Z,-0.4375,-0.903809,0.271118,Foraging
Elsa,2022-11-03T15:45:36.892799Z,-0.434692,-0.888306,0.277954,Foraging
Elsa,2022-11-03T15:45:36.892799Z,-0.432861,-0.899414,0.26355,Foraging
Elsa,2022-11-03T15:45:36.979200Z,-0.506348,-0.835693,0.315308,Foraging
Elsa,2022-11-03T15:45:36.979200Z,-0.504395,-0.836548,0.313599,Foraging
Elsa,2022-11-03T15:45:36.979200Z,-0.492554,-0.846191,0.308716,Foraging
Elsa,2022-11-03T15:45:36.979200Z,-0.483398,-0.849365,0.304077,Foraging
Elsa,2022-11-03T15:45:36.979200Z,-0.462036,-0.857544,0.305786,Foraging
Elsa,2022-11-03T15:45:37.065601Z,-0.505249,-0.849854,0.306274,Foraging
Elsa,2022-11-03T15:45:37.065601Z,-0.504639,-0.847168,0.304688,Foraging
Elsa,2022-11-03T15:45:37.065601Z,-0.502441,-0.842285,0.308594,Foraging
Elsa,2022-11-03T15:45:37.065601Z,-0.501831,-0.853394,0.30249,Foraging
Elsa,2022-11-03T15:45:37.152001Z,-0.513672,-0.834473,0.316406,Foraging
Elsa,2022-11-03T15:45:37.152001Z,-0.510376,-0.841187,0.306763,Foraging
Elsa,2022-11-03T15:45:37.152001Z,-0.506714,-0.820313,0.333862,Foraging
Elsa,2022-11-03T15:45:37.152001Z,-0.489502,-0.808594,0.346191,Foraging
Elsa,2022-11-03T15:45:37.238402Z,-0.506104,-0.810425,0.352295,Foraging
Elsa,2022-11-03T15:45:37.238402Z,-0.498901,-0.813477,0.356567,Foraging
Elsa,2022-11-03T15:45:37.238402Z,-0.493652,-0.814331,0.355347,Foraging
Elsa,2022-11-03T15:45:37.238402Z,-0.490356,-0.820068,0.348633,Foraging
Elsa,2022-11-03T15:45:37.238402Z,-0.483398,-0.808838,0.345825,Foraging
Elsa,2022-11-03T15:45:37.324803Z,-0.529175,-0.811401,0.356689,Foraging
Elsa,2022-11-03T15:45:37.324803Z,-0.526367,-0.803467,0.354614,Foraging
Elsa,2022-11-03T15:45:37.324803Z,-0.505127,-0.802368,0.35498,Foraging
Elsa,2022-11-03T15:45:37.324803Z,-0.503052,-0.811157,0.351196,Foraging
Elsa,2022-11-03T15:45:37.411203Z,-0.564697,-0.737183,0.37854,Foraging
Elsa,2022-11-03T15:45:37.411203Z,-0.560669,-0.744751,0.372681,Foraging
Elsa,2022-11-03T15:45:37.411203Z,-0.552246,-0.774902,0.356079,Foraging
Elsa,2022-11-03T15:45:37.411203Z,-0.537964,-0.796509,0.353638,Foraging
Elsa,2022-11-03T15:45:37.497604Z,-0.598022,-0.754028,0.381226,Foraging
Elsa,2022-11-03T15:45:37.497604Z,-0.595581,-0.75769,0.387817,Foraging
Elsa,2022-11-03T15:45:37.497604Z,-0.593018,-0.76123,0.380859,Foraging
Elsa,2022-11-03T15:45:37.497604Z,-0.583618,-0.767822,0.37915,Foraging
Elsa,2022-11-03T15:45:37.497604Z,-0.577881,-0.754639,0.376831,Foraging
Elsa,2022-11-03T15:45:37.584005Z,-0.589478,-0.740234,0.408813,Foraging
Elsa,2022-11-03T15:45:37.584005Z,-0.575073,-0.750366,0.398926,Foraging
Elsa,2022-11-03T15:45:37.584005Z,-0.571655,-0.754272,0.395874,Foraging
Elsa,2022-11-03T15:45:37.584005Z,-0.569092,-0.762207,0.389282,Foraging
Elsa,2022-11-03T15:45:37.670395Z,-0.594727,-0.714844,0.377075,Foraging
Elsa,2022-11-03T15:45:37.670395Z,-0.58313,-0.735474,0.396851,Foraging
Elsa,2022-11-03T15:45:37.670395Z,-0.570801,-0.72998,0.384521,Foraging
Elsa,2022-11-03T15:45:37.670395Z,-0.559814,-0.728394,0.389771,Foraging
Elsa,2022-11-03T15:45:37.670395Z,-0.553101,-0.723389,0.388794,Foraging
Elsa,2022-11-03T15:45:37.756796Z,-0.614746,-0.729248,0.350098,Foraging
Elsa,2022-11-03T15:45:37.756796Z,-0.59436,-0.727173,0.359253,Foraging
Elsa,2022-11-03T15:45:37.756796Z,-0.588745,-0.72168,0.363403,Foraging
Elsa,2022-11-03T15:45:37.756796Z,-0.587402,-0.72168,0.37207,Foraging
Elsa,2022-11-03T15:45:37.843196Z,-0.601563,-0.706177,0.365356,Foraging
Elsa,2022-11-03T15:45:37.843196Z,-0.585693,-0.717407,0.376709,Foraging
Elsa,2022-11-03T15:45:37.843196Z,-0.581787,-0.724976,0.381226,Foraging
Elsa,2022-11-03T15:45:37.843196Z,-0.578369,-0.724487,0.394531,Foraging
Elsa,2022-11-03T15:45:37.929597Z,-0.637451,-0.710693,0.455444,Foraging
Elsa,2022-11-03T15:45:37.929597Z,-0.635742,-0.71582,0.457886,Foraging
Elsa,2022-11-03T15:45:37.929597Z,-0.599854,-0.670288,0.456055,Foraging
Elsa,2022-11-03T15:45:37.929597Z,-0.573608,-0.700562,0.446411,Foraging
Elsa,2022-11-03T15:45:37.929597Z,-0.565063,-0.73584,0.430542,Foraging
Elsa,2022-11-03T15:45:38.015998Z,-0.639526,-0.682617,0.457031,Foraging
Elsa,2022-11-03T15:45:38.015998Z,-0.62793,-0.671143,0.419434,Foraging
Elsa,2022-11-03T15:45:38.015998Z,-0.623291,-0.676392,0.448853,Foraging
Elsa,2022-11-03T15:45:38.015998Z,-0.620605,-0.65564,0.44043,Foraging
Elsa,2022-11-03T15:45:38.102398Z,-0.644165,-0.678467,0.398804,Foraging
Elsa,2022-11-03T15:45:38.102398Z,-0.641602,-0.655518,0.39563,Foraging
Elsa,2022-11-03T15:45:38.102398Z,-0.637573,-0.674072,0.38501,Foraging
Elsa,2022-11-03T15:45:38.102398Z,-0.634888,-0.671753,0.38916,Foraging
Elsa,2022-11-03T15:45:38.188799Z,-0.653076,-0.647583,0.424438,Foraging
Elsa,2022-11-03T15:45:38.188799Z,-0.650024,-0.65271,0.429443,Foraging
Elsa,2022-11-03T15:45:38.188799Z,-0.642822,-0.639038,0.416382,Foraging
Elsa,2022-11-03T15:45:38.188799Z,-0.638794,-0.654419,0.431396,Foraging
Elsa,2022-11-03T15:45:38.188799Z,-0.633911,-0.655884,0.430176,Foraging
Elsa,2022-11-03T15:45:38.275200Z,-0.662231,-0.685181,0.40332,Foraging
Elsa,2022-11-03T15:45:38.275200Z,-0.645996,-0.68042,0.394531,Foraging
Elsa,2022-11-03T15:45:38.275200Z,-0.638672,-0.666138,0.408325,Foraging
Elsa,2022-11-03T15:45:38.275200Z,-0.629028,-0.661499,0.425659,Foraging
Elsa,2022-11-03T15:45:38.361600Z,-0.664307,-0.649902,0.414551,Foraging
Elsa,2022-11-03T15:45:38.361600Z,-0.658691,-0.667236,0.410522,Foraging
Elsa,2022-11-03T15:45:38.361600Z,-0.651611,-0.663452,0.415161,Foraging
Elsa,2022-11-03T15:45:38.361600Z,-0.637695,-0.657593,0.417236,Foraging
Elsa,2022-11-03T15:45:38.361600Z,-0.621094,-0.651489,0.41333,Foraging
Elsa,2022-11-03T15:45:38.448001Z,-0.676636,-0.623657,0.388428,Foraging
Elsa,2022-11-03T15:45:38.448001Z,-0.671509,-0.646362,0.381104,Foraging
Elsa,2022-11-03T15:45:38.448001Z,-0.665649,-0.64563,0.403931,Foraging
Elsa,2022-11-03T15:45:38.448001Z,-0.657471,-0.639526,0.395142,Foraging
Elsa,2022-11-03T15:45:38.534402Z,-0.693115,-0.626953,0.423828,Foraging
Elsa,2022-11-03T15:45:38.534402Z,-0.687378,-0.619141,0.426147,Foraging
Elsa,2022-11-03T15:45:38.534402Z,-0.680542,-0.622314,0.404175,Foraging
Elsa,2022-11-03T15:45:38.534402Z,-0.672729,-0.615601,0.427734,Foraging
Elsa,2022-11-03T15:45:38.620802Z,-0.671021,-0.668701,0.404297,Foraging
Elsa,2022-11-03T15:45:38.620802Z,-0.650635,-0.628662,0.427002,Foraging
Elsa,2022-11-03T15:45:38.620802Z,-0.646362,-0.652832,0.40918,Foraging
Elsa,2022-11-03T15:45:38.620802Z,-0.638428,-0.643311,0.398804,Foraging
Elsa,2022-11-03T15:45:38.620802Z,-0.630371,-0.64209,0.403564,Foraging
Elsa,2022-11-03T15:45:38.707203Z,-0.703979,-0.611206,0.414551,Foraging
Elsa,2022-11-03T15:45:38.707203Z,-0.681152,-0.651978,0.405396,Foraging
Elsa,2022-11-03T15:45:38.707203Z,-0.670654,-0.610107,0.414063,Foraging
Elsa,2022-11-03T15:45:38.707203Z,-0.654297,-0.623779,0.410034,Foraging
Elsa,2022-11-03T15:45:38.793604Z,-0.723389,-0.614746,0.376343,Foraging
Elsa,2022-11-03T15:45:38.793604Z,-0.71814,-0.638672,0.355469,Foraging
Elsa,2022-11-03T15:45:38.793604Z,-0.707886,-0.610107,0.364258,Foraging
Elsa,2022-11-03T15:45:38.793604Z,-0.704712,-0.575439,0.391113,Foraging
Elsa,2022-11-03T15:45:38.880004Z,-0.748413,-0.559082,0.425903,Foraging
Elsa,2022-11-03T15:45:38.880004Z,-0.743164,-0.552246,0.422607,Foraging
Elsa,2022-11-03T15:45:38.880004Z,-0.731323,-0.55249,0.417847,Foraging
Elsa,2022-11-03T15:45:38.880004Z,-0.712524,-0.569702,0.427124,Foraging
Elsa,2022-11-03T15:45:38.880004Z,-0.709717,-0.552612,0.411743,Foraging
Elsa,2022-11-03T15:45:38.966405Z,-0.738281,-0.632202,0.342041,Foraging
Elsa,2022-11-03T15:45:38.966405Z,-0.711182,-0.585571,0.426758,Foraging
Elsa,2022-11-03T15:45:38.966405Z,-0.694702,-0.585205,0.38147,Foraging
Elsa,2022-11-03T15:45:38.966405Z,-0.687866,-0.605225,0.390137,Foraging
Elsa,2022-11-03T15:45:39.052796Z,-0.721069,-0.636597,0.360107,Foraging
Elsa,2022-11-03T15:45:39.052796Z,-0.685303,-0.545654,0.416626,Foraging
Elsa,2022-11-03T15:45:39.052796Z,-0.682007,-0.58374,0.379639,Foraging
Elsa,2022-11-03T15:45:39.052796Z,-0.677734,-0.570801,0.402832,Foraging
Elsa,2022-11-03T15:45:39.139196Z,-0.783203,-0.45166,0.443726,Foraging
Elsa,2022-11-03T15:45:39.139196Z,-0.775024,-0.453003,0.432251,Foraging
Elsa,2022-11-03T15:45:39.139196Z,-0.7677,-0.559204,0.337524,Foraging
Elsa,2022-11-03T15:45:39.139196Z,-0.753662,-0.585449,0.337158,Foraging
Elsa,2022-11-03T15:45:39.139196Z,-0.713745,-0.573486,0.361328,Foraging
Elsa,2022-11-03T15:45:39.225597Z,-0.869507,-0.463013,0.419067,Foraging
Elsa,2022-11-03T15:45:39.225597Z,-0.828125,-0.406982,0.432373,Foraging
Elsa,2022-11-03T15:45:39.225597Z,-0.781616,-0.467163,0.397583,Foraging
Elsa,2022-11-03T15:45:39.225597Z,-0.741699,-0.45166,0.386719,Foraging
Elsa,2022-11-03T15:45:39.311998Z,-0.808472,-0.479492,0.416504,Foraging
Elsa,2022-11-03T15:45:39.311998Z,-0.795776,-0.447754,0.416626,Foraging
